image_name,tags
train_5240,partly_cloudy primary
train_26299,clear primary
train_18264,clear primary
train_12927,clear primary
train_18229,clear primary
train_4097,clear primary
train_22636,clear primary
train_33032,clear primary
train_13737,clear primary
train_1993,clear primary
train_6868,cloudy
train_26238,clear primary
train_39014,partly_cloudy primary
train_18060,haze primary
train_732,clear primary
train_37673,haze primary
train_39694,clear primary
train_11629,clear primary
train_27235,clear primary
train_20563,haze primary
train_6522,partly_cloudy primary
train_11048,clear primary
train_2418,clear primary
train_39753,clear primary
train_22567,clear primary
train_32092,cloudy
train_38999,partly_cloudy primary
train_36387,clear primary
train_7395,partly_cloudy primary
train_25138,cloudy
train_3584,clear primary
train_3672,clear primary
train_110,clear primary
train_1748,haze primary
train_14428,partly_cloudy primary
train_22782,clear primary
train_19289,partly_cloudy primary
train_25126,clear primary
train_28668,clear primary
train_17824,partly_cloudy primary
train_35026,clear primary
train_39307,cloudy
train_3874,partly_cloudy primary
train_27139,cloudy
train_33810,clear primary
train_2118,cloudy
train_11621,haze primary
train_18448,clear primary
train_37471,cloudy
train_38136,clear primary
train_117,clear primary
train_19439,partly_cloudy primary
train_8828,clear primary
train_4045,clear primary
train_9136,clear primary
train_5003,clear primary
train_33425,cloudy
train_18922,partly_cloudy primary
train_36893,clear primary
train_30034,clear primary
train_31502,clear primary
train_3500,partly_cloudy primary
train_1568,clear primary
train_22225,clear primary
train_20370,haze primary
train_31090,clear primary
train_24390,cloudy
train_19567,clear primary
train_31969,partly_cloudy primary
train_13426,bare_ground haze
train_4595,partly_cloudy primary
train_35832,clear primary
train_15648,clear primary
train_7518,clear primary
train_13628,cloudy
train_26208,clear primary
train_3528,clear primary
train_18789,partly_cloudy primary
train_40130,haze primary
train_27765,clear primary
train_23951,partly_cloudy primary
train_31215,haze primary
train_28931,clear primary
train_20673,partly_cloudy primary
train_26204,clear primary
train_20893,partly_cloudy primary
train_4901,partly_cloudy primary
train_6354,partly_cloudy primary
train_30159,clear primary
train_22590,cloudy
train_2628,clear primary
train_22303,clear primary
train_412,clear water
train_8939,clear primary
train_32544,partly_cloudy primary
train_24851,clear primary
train_22844,clear primary
train_21891,partly_cloudy primary
train_26754,clear primary
train_21486,cloudy
train_28891,partly_cloudy primary
train_29592,clear primary
train_3561,haze water
train_3696,haze primary
train_30534,cloudy
train_36295,cloudy
train_5150,cloudy
train_21932,clear primary
train_36134,clear primary
train_9139,clear primary
train_19929,clear primary
train_29777,clear primary
train_28652,partly_cloudy primary
train_22372,partly_cloudy primary
train_26445,clear primary
train_27250,clear primary
train_1475,partly_cloudy primary
train_11641,clear primary
train_13762,clear primary
train_16865,cloudy
train_971,clear primary
train_22360,clear water
train_25790,clear primary
train_20928,haze primary
train_21859,clear primary
train_32762,partly_cloudy primary
train_36857,clear primary
train_16043,cloudy
train_1514,clear primary
train_7320,clear primary
train_29572,partly_cloudy primary
train_27277,partly_cloudy primary
train_13317,clear primary
train_8108,clear primary
train_20644,partly_cloudy primary
train_11714,clear primary
train_20308,partly_cloudy primary
train_38471,partly_cloudy primary
train_35097,clear primary
train_27660,cloudy
train_25280,clear primary
train_7740,clear primary
train_30254,clear primary
train_25821,partly_cloudy primary
train_2915,clear primary
train_28496,clear primary
train_14422,clear primary
train_2782,clear primary
train_18631,clear primary
train_30521,clear primary
train_37955,clear primary
train_15871,clear primary
train_8565,clear primary
train_23073,partly_cloudy primary
train_28470,clear primary
train_7448,clear primary
train_38038,haze primary
train_11673,cloudy
train_36697,clear primary
train_27574,clear primary
train_10569,clear primary
train_13580,clear primary
train_19095,clear primary
train_20725,clear primary
train_21608,clear primary
train_39847,haze primary
train_27024,clear primary
train_6600,clear primary
train_2618,haze primary
train_39861,partly_cloudy primary
train_19251,clear water
train_38235,clear primary
train_8867,clear primary
train_16661,cloudy
train_2696,haze primary
train_18890,haze primary
train_10628,clear primary
train_15831,clear primary
train_26270,clear primary
train_11248,clear primary
train_16629,clear primary
train_606,clear primary
train_4298,clear primary
train_34568,clear primary
train_12540,clear primary
train_18362,partly_cloudy primary
train_29856,clear primary
train_5317,clear primary
train_20496,cloudy
train_6256,clear primary
train_11439,clear primary
train_31888,clear primary
train_6969,partly_cloudy primary
train_23289,partly_cloudy primary
train_5243,clear primary
train_18507,partly_cloudy primary
train_9689,clear water
train_30289,clear primary
train_22865,cloudy
train_14675,partly_cloudy primary
train_27274,clear primary
train_24059,clear primary
train_9320,clear primary
train_13959,clear primary
train_17569,cloudy
train_10907,clear primary
train_22415,clear primary
train_1579,clear primary
train_37679,haze primary
train_5919,clear primary
train_27947,partly_cloudy primary
train_9140,haze primary
train_182,partly_cloudy primary
train_14947,cloudy
train_16431,clear primary
train_26486,partly_cloudy primary
train_29680,cloudy
train_6187,clear primary
train_23420,clear primary
train_33533,clear primary
train_39903,clear primary
train_10563,cloudy
train_24039,clear primary
train_11202,clear primary
train_4662,clear primary
train_22776,clear primary
train_28569,clear primary
train_5830,partly_cloudy primary
train_9522,cloudy
train_11614,partly_cloudy primary
train_8136,partly_cloudy primary
train_10035,partly_cloudy primary
train_26069,haze primary
train_15892,clear primary
train_2504,cloudy
train_31052,clear primary
train_36179,clear primary
train_25834,clear primary
train_24944,clear primary
train_7423,clear primary
train_25091,clear primary
train_12425,clear primary
train_35351,clear primary
train_4747,clear primary
train_3926,clear primary
train_5771,clear primary
train_17469,haze primary
train_12398,clear primary
train_13436,clear water
train_37969,partly_cloudy primary
train_38661,partly_cloudy primary
train_4961,partly_cloudy primary
train_25773,haze primary
train_18188,partly_cloudy primary
train_39228,partly_cloudy primary
train_8880,cloudy
train_15492,partly_cloudy primary
train_23236,haze primary
train_4919,clear primary
train_15617,clear primary
train_13186,clear primary
train_5418,clear primary
train_38005,cloudy
train_26557,clear primary
train_23770,clear primary
train_11381,clear primary
train_7084,clear primary
train_15966,clear primary
train_16823,partly_cloudy primary
train_16215,clear primary
train_25686,clear water
train_40060,haze primary
train_28583,clear primary
train_576,partly_cloudy primary
train_5371,haze primary
train_31875,clear primary
train_40095,partly_cloudy primary
train_29024,clear primary
train_14702,clear primary
train_12534,partly_cloudy primary
train_20056,clear primary
train_14642,clear primary
train_5804,clear primary
train_6876,clear primary
train_4888,clear primary
train_37697,partly_cloudy primary
train_12357,clear primary
train_18670,clear primary
train_28635,haze primary
train_17958,clear primary
train_31780,haze primary
train_35640,clear primary
train_21780,partly_cloudy primary
train_27086,cloudy
train_17906,clear primary
train_38567,cloudy
train_27059,clear primary
train_37999,haze primary
train_23918,partly_cloudy primary
train_4908,clear primary
train_36020,clear primary
train_21818,clear primary
train_4997,clear primary
train_7194,partly_cloudy primary
train_9558,haze primary
train_27335,clear primary
train_35446,clear primary
train_35806,agriculture partly_cloudy
train_23807,clear primary
train_23454,clear primary
train_34579,partly_cloudy primary
train_35671,clear primary
train_33731,clear primary
train_7115,haze primary
train_11980,clear primary
train_14758,clear primary
train_39579,partly_cloudy primary
train_2542,partly_cloudy primary
train_12517,cloudy
train_24503,clear primary
train_840,partly_cloudy primary
train_14785,clear primary
train_15215,clear primary
train_8303,clear primary
train_4475,clear primary
train_647,partly_cloudy primary
train_16049,clear primary
train_2779,haze primary
train_11146,clear primary
train_31592,partly_cloudy primary
train_1147,haze primary
train_29613,clear primary
train_32841,clear primary
train_18220,partly_cloudy primary
train_29584,clear primary
train_26827,haze primary
train_15153,haze primary
train_7990,partly_cloudy primary
train_37896,cloudy
train_33173,partly_cloudy primary
train_12303,clear primary
train_26240,clear primary
train_8942,partly_cloudy primary
train_4424,clear primary
train_20719,haze primary
train_5627,clear primary
train_284,cloudy
train_23146,clear primary
train_38834,clear water
train_1304,cloudy
train_10475,clear primary
train_28600,clear primary
train_18952,haze primary
train_13210,clear primary
train_19183,clear primary
train_21292,clear primary
train_5728,partly_cloudy primary
train_18563,clear primary
train_10192,clear primary
train_9171,clear primary
train_33101,clear primary
train_33485,clear primary
train_18596,haze primary
train_12402,clear primary
train_22577,clear primary
train_3124,clear primary
train_2458,haze primary
train_23518,clear primary
train_37381,cloudy
train_29597,clear primary
train_22889,clear primary
train_660,clear primary
train_39870,clear primary
train_497,clear primary
train_7784,clear primary
train_6158,partly_cloudy primary
train_8402,clear primary
train_27449,clear primary
train_2205,haze primary
train_27956,clear primary
train_7324,haze primary
train_4717,cloudy
train_5847,haze primary
train_2289,clear primary
train_38149,cloudy
train_19991,clear primary
train_2181,clear primary
train_5262,clear primary
train_39786,haze primary
train_18544,clear primary
train_805,clear primary
train_8367,clear primary
train_2786,clear primary
train_35500,partly_cloudy primary
train_25274,partly_cloudy primary
train_33380,clear primary
train_1945,clear primary
train_19554,clear primary
train_28504,clear primary
train_32911,clear primary
train_21872,cloudy
train_33343,haze primary
train_6409,partly_cloudy primary
train_34012,clear primary
train_21003,clear primary
train_23713,partly_cloudy primary
train_20715,clear primary
train_25799,clear primary
train_19133,clear primary
train_38263,cloudy
train_25541,clear primary
train_39330,clear primary
train_31931,clear primary
train_26246,clear primary
train_22124,clear primary
train_226,cloudy
train_29907,clear primary
train_14963,clear primary
train_37909,clear primary
train_24918,partly_cloudy primary
train_18677,partly_cloudy primary
train_34783,clear primary
train_12068,cloudy
train_30806,haze primary
train_34124,clear primary
train_39914,clear primary
train_3078,cloudy
train_8062,clear primary
train_4723,cloudy
train_10806,clear primary
train_980,clear primary
train_9381,clear primary
train_36432,clear primary
train_40165,partly_cloudy primary
train_24735,cloudy
train_21424,partly_cloudy primary
train_29244,clear primary
train_16771,partly_cloudy primary
train_2424,cloudy
train_35310,clear primary
train_14098,clear primary
train_31362,clear primary
train_24419,clear primary
train_13522,clear primary
train_32768,clear primary
train_8985,clear primary
train_9170,cloudy
train_9759,partly_cloudy primary
train_7535,clear primary
train_22766,partly_cloudy primary
train_7433,clear primary
train_12042,clear primary
train_25408,partly_cloudy primary
train_2247,clear primary
train_23340,clear primary
train_5595,clear primary
train_19595,partly_cloudy primary
train_432,haze primary
train_37899,partly_cloudy primary
train_30957,clear primary
train_29032,clear primary
train_23594,clear primary
train_31591,clear primary
train_35834,clear primary
train_275,clear primary
train_39626,clear primary
train_17031,clear primary
train_29205,clear primary
train_2649,partly_cloudy primary
train_31677,clear primary
train_27764,clear primary
train_8102,clear primary
train_38356,clear primary
train_27229,cloudy
train_10487,clear primary
train_36962,clear primary
train_21368,partly_cloudy primary
train_3651,clear primary
train_2734,clear primary
train_26846,clear primary
train_29069,clear primary
train_27223,cloudy
train_7097,clear primary
train_4089,clear primary
train_22684,clear primary
train_30166,clear primary
train_39763,clear primary
train_18038,clear primary
train_34217,haze primary
train_10086,clear primary
train_9703,clear primary
train_19880,clear primary
train_8681,clear primary
train_30434,agriculture clear
train_14226,clear primary
train_33682,clear primary
train_35567,cloudy
train_32773,clear primary
train_27603,cloudy
train_17662,cloudy
train_11093,clear primary
train_31335,clear water
train_31868,clear primary
train_16801,clear primary
train_1615,clear primary
train_7949,clear primary
train_36492,partly_cloudy primary
train_7009,haze primary
train_34468,partly_cloudy primary
train_31116,clear primary
train_16221,clear water
train_28851,cloudy
train_25561,clear primary
train_16928,haze primary
train_28501,partly_cloudy primary
train_6136,clear primary
train_21387,clear primary
train_38065,clear primary
train_31631,haze primary
train_24441,clear primary
train_22918,clear primary
train_23225,clear primary
train_14710,clear primary
train_844,partly_cloudy primary
train_26626,clear primary
train_21706,cloudy
train_18577,clear primary
train_19386,cloudy
train_21867,cloudy
train_21830,partly_cloudy primary
train_11477,clear primary
train_3420,clear primary
train_31239,cloudy
train_30234,cloudy
train_26319,clear primary
train_38226,clear primary
train_22396,haze primary
train_19841,clear primary
train_26216,cloudy
train_11511,clear primary
train_38167,clear primary
train_23634,cloudy
train_32560,partly_cloudy primary
train_9046,clear primary
train_33179,partly_cloudy primary
train_6597,clear primary
train_14994,clear primary
train_12595,clear primary
train_8748,haze primary
train_35796,haze primary
train_30962,clear primary
train_21187,clear primary
train_11424,clear primary
train_36405,partly_cloudy primary
train_19617,clear primary
train_24841,partly_cloudy primary
train_24374,clear primary
train_17064,clear primary
train_19475,clear primary
train_23228,clear primary
train_34637,clear primary
train_24764,partly_cloudy primary
train_13254,clear primary
train_13491,clear primary
train_37870,clear primary
train_21471,cloudy
train_12505,clear primary
train_16626,clear primary
train_27674,clear primary
train_27850,partly_cloudy primary
train_11840,clear primary
train_13598,clear primary
train_35936,clear primary
train_2705,partly_cloudy primary
train_1048,partly_cloudy primary
train_38724,haze primary
train_19280,clear primary
train_28416,clear primary
train_20427,clear primary
train_2264,partly_cloudy primary
train_14653,partly_cloudy primary
train_37793,haze primary
train_12064,clear primary
train_21333,clear primary
train_29077,clear primary
train_37876,clear primary
train_13267,clear primary
train_9112,partly_cloudy primary
train_15497,partly_cloudy primary
train_33042,clear primary
train_10342,clear primary
train_39731,clear primary
train_196,haze primary
train_38017,clear primary
train_9843,cloudy
train_2224,bare_ground clear
train_8192,clear primary
train_24294,clear primary
train_10116,haze primary
train_39985,clear primary
train_14590,clear primary
train_30449,clear water
train_14100,cloudy
train_5261,partly_cloudy primary
train_33240,clear primary
train_38439,clear primary
train_31522,partly_cloudy primary
train_18939,cloudy
train_24067,clear primary
train_18226,partly_cloudy primary
train_8052,clear primary
train_1778,clear primary
train_6103,clear primary
train_10060,clear primary
train_25519,partly_cloudy primary
train_18646,cloudy
train_30593,clear water
train_31373,clear primary
train_26228,clear primary
train_25482,partly_cloudy primary
train_21304,clear primary
train_15974,cloudy
train_12408,clear primary
train_14705,clear primary
train_29865,clear primary
train_19178,clear primary
train_14361,clear primary
train_7778,clear primary
train_10555,cloudy
train_37558,clear primary
train_7506,partly_cloudy primary
train_19039,partly_cloudy primary
train_38899,partly_cloudy primary
train_17137,clear primary
train_8270,clear primary
train_14042,clear primary
train_36967,clear primary
train_27683,clear primary
train_9042,partly_cloudy primary
train_31042,clear primary
train_13002,partly_cloudy primary
train_22748,partly_cloudy primary
train_19520,partly_cloudy primary
train_29966,clear primary
train_31624,clear primary
train_10942,clear primary
train_13842,partly_cloudy primary
train_6233,clear primary
train_37875,partly_cloudy primary
train_346,clear primary
train_5223,clear primary
train_4768,clear primary
train_38588,partly_cloudy primary
train_10367,clear primary
train_22162,clear primary
train_17217,clear primary
train_5699,clear primary
train_13545,clear primary
train_17972,clear primary
train_13437,partly_cloudy primary
train_7214,clear primary
train_34219,clear primary
train_22873,partly_cloudy primary
train_32135,haze primary
train_26529,clear primary
train_10354,haze primary
train_14481,clear primary
train_31025,partly_cloudy primary
train_5059,clear primary
train_13679,clear primary
train_8579,clear primary
train_27971,partly_cloudy primary
train_36840,clear primary
train_29820,clear primary
train_23219,partly_cloudy primary
train_4275,clear primary
train_11464,clear primary
train_26295,partly_cloudy primary
train_25523,clear primary
train_16174,partly_cloudy primary
train_20121,clear primary
train_21915,clear primary
train_30732,clear primary
train_32556,partly_cloudy primary
train_30790,partly_cloudy primary
train_14201,clear primary
train_40326,clear primary
train_4094,cloudy
train_25343,cloudy
train_11806,clear primary
train_11177,clear primary
train_2394,clear primary
train_15396,cloudy
train_886,clear primary
train_35996,clear primary
train_14393,clear primary
train_11749,clear primary
train_9256,clear primary
train_33541,cloudy
train_38217,cloudy
train_33847,clear primary
train_17700,partly_cloudy primary
train_729,clear primary
train_17346,partly_cloudy primary
train_25427,clear primary
train_19252,clear primary
train_3098,cloudy
train_33277,clear primary
train_8167,partly_cloudy primary
train_14741,partly_cloudy primary
train_33760,clear primary
train_19714,clear primary
train_220,partly_cloudy primary
train_13069,cloudy
