image_name,tags
train_24017,haze primary
train_36011,partly_cloudy primary
train_12570,clear water
train_34715,clear primary
train_27495,clear primary
train_35746,haze primary
train_35679,clear primary
train_16781,partly_cloudy primary
train_36367,partly_cloudy primary
train_19610,clear primary
train_8341,clear primary
train_17992,habitation partly_cloudy primary water
train_37878,clear primary
train_22189,clear primary
train_38068,clear primary
train_19920,clear primary
train_34048,clear primary
train_20004,clear primary
train_38126,clear primary
train_40158,agriculture clear road water
train_8144,partly_cloudy primary road water
train_19103,agriculture clear primary road water
train_22735,clear primary
train_2000,haze primary
train_13903,clear habitation primary road
train_1018,clear primary
train_29761,clear primary
train_38016,clear primary
train_11891,clear primary
train_39835,partly_cloudy water
train_25695,clear primary
train_39218,agriculture clear primary
train_7817,clear primary
train_37193,clear primary
train_28995,haze primary
train_19293,agriculture clear cultivation primary
train_12488,agriculture clear primary
train_9673,agriculture artisinal_mine clear habitation primary road water
train_1790,agriculture clear habitation primary road water
train_31820,bare_ground clear habitation road
train_35487,clear primary
train_22451,clear primary
train_27601,clear cultivation primary water
train_8698,partly_cloudy primary
train_2840,clear primary
train_615,clear primary
train_4418,clear primary
train_5782,agriculture clear primary
train_9158,clear primary
train_24321,agriculture clear cultivation primary road
train_39987,agriculture clear primary road
train_26187,clear primary
train_23912,clear primary
train_17016,cloudy
train_17008,agriculture cultivation partly_cloudy primary
train_30119,clear primary
train_23231,clear primary
train_20206,agriculture clear primary
train_12330,clear primary road water
train_23246,blooming clear primary
train_11528,clear habitation primary water
train_13192,agriculture clear cultivation primary
train_31384,cloudy
train_460,haze primary
train_32664,agriculture clear primary
train_27158,clear primary
train_23745,clear primary
train_1386,clear primary selective_logging
train_17715,agriculture clear primary road
train_25104,haze primary
train_33059,clear primary
train_24157,agriculture clear primary road
train_37923,clear primary
train_31074,clear primary water
train_23058,clear cultivation primary
train_5267,clear primary
train_4176,clear primary
train_20836,clear primary
train_39138,clear primary
train_13371,partly_cloudy primary
train_16904,clear primary water
train_4209,agriculture clear primary
train_24988,clear primary
train_32048,haze primary water
train_8555,clear primary
train_12245,agriculture clear habitation primary road water
train_31223,partly_cloudy primary
train_15413,haze primary
train_12695,agriculture partly_cloudy primary road water
train_21211,clear primary
train_33517,agriculture partly_cloudy primary road water
train_24444,clear primary
train_26470,partly_cloudy primary
train_2868,clear primary
train_28694,clear primary
train_20810,clear primary
train_27757,clear primary
train_39150,clear primary
train_37490,clear primary
train_3448,clear primary water
train_21062,clear primary
train_6463,agriculture partly_cloudy primary
train_2250,agriculture clear cultivation primary water
train_32143,clear primary
train_9011,agriculture clear cultivation primary
train_26815,clear primary
train_31217,partly_cloudy primary
train_16597,partly_cloudy primary
train_11130,clear primary
train_9016,clear primary
train_26857,agriculture clear primary road
train_18763,haze primary
train_22472,haze primary
train_10129,agriculture partly_cloudy primary
train_32179,clear primary
train_40259,agriculture clear habitation primary road water
train_27485,cultivation partly_cloudy primary
train_5251,agriculture clear primary road water
train_39314,clear primary
train_15421,clear habitation primary road water
train_11501,clear primary
train_18341,clear habitation primary road
train_653,agriculture clear cultivation primary road
train_28227,agriculture clear primary road
train_11043,clear primary
train_13706,clear habitation primary road water
train_32399,agriculture clear cultivation primary
train_35106,agriculture clear cultivation primary
train_10659,haze primary
train_25997,clear primary
train_16858,agriculture clear primary road
train_38739,agriculture haze primary road water
train_12807,clear primary
train_39308,clear primary water
train_25123,blooming partly_cloudy primary selective_logging
train_32333,haze primary water
train_39989,agriculture clear primary
train_20074,clear primary
train_9845,clear water
train_2262,cloudy
train_37,partly_cloudy primary
train_4567,clear primary
train_9794,clear primary water
train_7968,clear primary water
train_18207,agriculture clear habitation primary road
train_7917,agriculture clear road water
train_10196,clear cultivation habitation primary road
train_33947,agriculture clear habitation primary road
train_38196,clear primary
train_2654,partly_cloudy primary
train_10245,clear primary
train_28788,clear primary
train_12952,partly_cloudy primary
train_36267,clear primary water
train_37450,agriculture clear cultivation primary
train_26111,clear cultivation habitation primary
train_35176,partly_cloudy primary
train_27784,clear primary water
train_29255,partly_cloudy primary
train_8924,clear primary
train_21621,clear cultivation habitation primary water
train_15467,bare_ground clear cultivation primary road
train_4328,agriculture clear cultivation habitation primary road
train_9977,clear primary water
train_16111,agriculture clear cultivation primary
train_28653,agriculture clear primary road water
train_12797,clear primary
train_28442,clear primary
train_14276,agriculture clear primary
train_34266,clear primary
train_13438,clear primary
train_21042,agriculture partly_cloudy primary road water
train_7516,clear primary
train_40058,agriculture partly_cloudy primary road water
train_36164,clear primary water
train_6074,blooming clear primary
train_30681,haze primary
train_39411,partly_cloudy water
train_35516,cloudy
train_29822,clear primary
train_36583,clear primary
train_29028,clear primary
train_5057,agriculture clear primary
train_30823,clear cultivation primary road
train_21428,clear primary
train_7891,clear primary
train_40063,clear primary road
train_38666,clear primary
train_25568,agriculture partly_cloudy primary
train_18884,clear primary water
train_38902,agriculture clear habitation primary road
train_25663,agriculture clear habitation primary road
train_15964,clear primary
train_15450,clear primary
train_21189,clear primary
train_25744,blooming clear primary
train_3508,clear primary
train_39364,clear primary
train_31660,agriculture clear habitation primary road
train_33840,haze primary
train_24514,clear primary
train_13377,clear primary
train_33639,cloudy
train_3800,bare_ground clear
train_29265,clear primary selective_logging
train_30551,clear cultivation habitation primary
train_26768,agriculture clear primary
train_22356,clear primary road water
train_28714,agriculture clear habitation primary road
train_35333,bare_ground clear primary
train_34798,clear primary
train_17390,clear primary
train_6681,cloudy
train_24482,agriculture clear cultivation primary road
train_16045,agriculture clear primary water
train_1176,agriculture cultivation habitation partly_cloudy primary road
train_26147,agriculture partly_cloudy primary road
train_15131,agriculture partly_cloudy primary water
train_29807,partly_cloudy primary
train_30237,clear habitation primary road water
train_31477,bare_ground clear habitation primary road
train_33812,clear primary water
train_31046,partly_cloudy primary water
train_38382,partly_cloudy primary
train_1733,blooming clear primary
train_31527,cloudy
train_12520,clear primary
train_33911,agriculture clear primary road
train_18987,clear primary
train_37480,clear primary road
train_21379,clear primary
train_18201,clear primary
train_21407,clear cultivation primary road
train_14039,bare_ground clear habitation road
train_10900,agriculture clear primary water
train_23456,agriculture clear primary water
train_21430,clear primary
train_14573,partly_cloudy primary
train_25605,agriculture haze primary
train_25775,clear primary
train_31058,agriculture clear primary
train_22760,clear primary
train_27156,clear primary
train_32690,partly_cloudy primary
train_8148,clear cultivation primary road water
train_18366,agriculture clear primary water
train_34317,agriculture partly_cloudy primary road
train_2560,agriculture clear primary
train_11191,cloudy
train_23245,clear primary
train_14886,cultivation haze primary
train_35946,clear primary
train_1646,agriculture haze primary water
train_4746,haze primary
train_38703,agriculture cultivation partly_cloudy primary
train_23726,agriculture clear primary
train_38757,cloudy
train_34370,agriculture clear habitation primary road
train_9380,cloudy
train_12007,agriculture clear primary water
train_32075,agriculture cultivation partly_cloudy primary water
train_37479,clear primary
train_35920,clear primary
train_1115,artisinal_mine clear primary
train_2396,cloudy
train_4497,agriculture blow_down partly_cloudy primary
train_20809,clear primary
train_9883,partly_cloudy primary
train_36079,agriculture habitation partly_cloudy primary road
train_1227,clear primary
train_2626,agriculture partly_cloudy primary road
train_35295,agriculture clear habitation primary road
train_39104,agriculture clear habitation primary road
train_29434,haze primary
train_28779,clear primary
train_22393,haze primary road
train_2733,agriculture clear primary road
train_7659,agriculture clear habitation primary water
train_28564,clear cultivation primary
train_24821,clear primary
train_21750,cloudy
train_37096,clear primary
train_2895,clear primary
train_27867,agriculture cultivation haze primary
train_37636,agriculture cultivation partly_cloudy primary road
train_20843,clear primary
train_30425,haze primary
train_23432,agriculture clear habitation primary
train_16644,cloudy
train_19858,cloudy
train_10546,partly_cloudy primary
train_13338,clear primary road water
train_21138,agriculture clear cultivation habitation primary road
train_898,clear cultivation primary water
train_27543,partly_cloudy primary
train_24404,partly_cloudy primary
train_19373,agriculture habitation partly_cloudy primary road
train_11305,cloudy
train_30360,clear primary
train_28348,clear primary
train_21075,clear habitation road
train_15414,artisinal_mine clear primary water
train_16085,agriculture cultivation partly_cloudy primary
train_4970,clear primary
train_4050,agriculture clear primary
train_14294,agriculture bare_ground clear habitation primary road
train_13180,agriculture clear primary road
train_38306,clear primary
train_29035,clear primary water
train_29790,cultivation haze primary
train_13855,clear primary road
train_15949,bare_ground clear cultivation primary road water
train_34604,clear primary
train_11315,clear primary
train_29748,clear primary
train_8853,haze primary
train_17252,clear conventional_mine primary road
train_19957,agriculture clear primary
train_20879,haze road water
train_25783,clear primary
train_32808,agriculture clear habitation primary
train_15331,agriculture clear habitation primary water
train_8706,clear primary
train_32109,clear primary
train_19793,clear primary
train_30174,partly_cloudy primary
train_38074,agriculture partly_cloudy primary road water
train_37789,clear primary
train_29253,partly_cloudy primary
train_35152,clear primary
train_2140,clear primary
train_3795,agriculture clear primary
train_3036,cloudy
train_17679,clear primary
train_3730,clear primary water
train_8272,haze primary
train_29787,haze primary
train_35388,clear primary
train_25137,clear primary
train_13203,clear primary
train_4928,clear primary
train_19058,agriculture partly_cloudy primary road
train_15876,clear primary
train_24881,clear cultivation primary
train_33458,agriculture clear habitation road
train_6014,agriculture clear primary
train_24930,agriculture clear cultivation habitation primary road water
train_14809,clear primary
train_37404,clear primary road water
train_20470,blooming clear primary
train_12793,clear primary
train_15124,clear primary road water
train_34968,agriculture clear primary road
train_38694,agriculture haze primary road
train_17103,agriculture clear habitation primary road
train_26092,agriculture cultivation partly_cloudy primary road
train_30043,agriculture clear cultivation primary water
train_30843,partly_cloudy primary road water
train_38305,clear primary
train_30974,clear primary
train_985,clear primary
train_14937,clear primary
train_38214,clear primary
train_28869,agriculture clear cultivation primary road
train_14692,haze primary
train_33876,partly_cloudy primary
train_36193,clear primary
train_15213,agriculture clear primary
train_19504,cloudy
train_237,artisinal_mine clear primary road water
train_25457,agriculture clear cultivation primary
train_39842,agriculture clear habitation primary
train_18223,cloudy
train_26491,clear primary
train_38656,partly_cloudy primary
train_1422,clear primary
train_33923,partly_cloudy primary
train_808,clear primary
train_23460,agriculture partly_cloudy primary
train_10172,agriculture clear primary
train_8234,agriculture haze primary
train_33929,partly_cloudy primary
train_25278,clear primary
train_33484,agriculture clear primary road
train_14237,bare_ground clear
train_20066,clear primary
train_28499,agriculture clear habitation primary road
train_2362,clear primary
train_34526,clear primary
train_26210,partly_cloudy primary
train_12755,clear primary
train_2453,haze primary
train_38784,clear primary
train_26276,clear primary water
train_34953,agriculture cultivation haze primary road
train_12648,clear primary water
train_10682,clear primary
train_867,agriculture clear habitation primary road
train_38565,clear primary
train_20876,clear primary
train_8633,blooming clear primary
train_26151,clear primary
train_7038,clear primary
train_21861,partly_cloudy primary
train_11263,bare_ground clear habitation primary road
train_12677,agriculture haze primary road
train_25750,agriculture clear cultivation primary
train_27724,clear primary water
train_13661,agriculture clear primary road
train_40359,haze primary
train_19272,clear water
train_13190,clear primary
train_19116,haze primary
train_14321,agriculture partly_cloudy primary road water
train_25179,clear cultivation primary
train_34467,clear primary
train_1654,clear primary
train_34817,clear primary
train_21886,agriculture clear primary road
train_34738,partly_cloudy primary
train_39633,agriculture clear primary
train_7883,agriculture partly_cloudy primary road
train_22065,agriculture partly_cloudy primary
train_26047,clear primary
train_13576,clear primary road
train_35618,partly_cloudy primary road
train_15400,clear habitation primary road
train_18054,clear primary
train_11326,cloudy
train_8675,clear primary water
train_13241,partly_cloudy primary
train_24981,clear primary
train_27736,partly_cloudy primary
train_15058,agriculture clear cultivation primary
train_17242,clear primary
train_35893,clear primary
train_37262,agriculture clear primary road
train_14306,clear primary
train_10915,agriculture cultivation haze primary
train_19334,agriculture partly_cloudy primary road
train_23877,cloudy
train_1996,cloudy
train_32204,clear primary
train_11719,agriculture clear primary
train_40194,agriculture clear primary road water
train_13666,clear primary water
train_9982,clear primary
train_38748,clear primary
train_7946,clear primary
train_31363,clear cultivation primary slash_burn
train_10145,clear primary
train_10865,clear primary
train_29566,partly_cloudy primary
train_2689,partly_cloudy primary road water
train_13368,partly_cloudy primary water
train_17800,clear primary water
train_10664,haze primary
train_39357,clear primary water
train_5697,agriculture clear primary
train_35841,clear primary
train_15249,agriculture clear primary
train_29342,agriculture clear primary
train_17034,haze primary
train_22397,clear primary
train_9083,agriculture clear habitation primary road
train_31531,haze primary
train_13259,haze primary water
train_32936,cloudy
train_14990,clear primary road
train_28287,agriculture clear primary road
train_24955,clear primary road water
train_23079,agriculture clear habitation primary road
train_17720,agriculture clear primary water
train_24016,clear primary
train_4575,agriculture clear primary road
train_15235,clear primary
train_23142,agriculture clear primary
train_26007,clear water
train_5643,partly_cloudy primary water
train_34090,agriculture clear primary
train_9273,haze primary
train_3188,partly_cloudy primary
train_6652,haze primary
train_9944,haze primary
train_36715,partly_cloudy primary
train_22117,partly_cloudy primary
train_21758,partly_cloudy primary
train_16274,agriculture cultivation partly_cloudy primary water
train_14746,clear primary water
train_8758,clear primary
train_31414,agriculture partly_cloudy primary road water
train_8397,clear primary
train_14846,partly_cloudy primary
train_3267,agriculture partly_cloudy primary water
train_16660,agriculture clear habitation primary slash_burn
train_18000,agriculture haze primary water
train_37443,blooming clear primary
train_25029,cloudy
train_22881,clear primary
train_17473,haze primary water
train_24643,clear primary
train_25547,clear primary
train_6805,clear primary water
train_35761,agriculture clear primary
train_25011,agriculture cultivation partly_cloudy primary road
train_13263,clear primary
train_37528,agriculture clear primary
train_5772,haze primary
train_3653,agriculture clear primary road
train_9667,agriculture haze primary water
train_26736,clear primary
train_2559,agriculture clear habitation primary road
train_579,partly_cloudy primary
train_6072,agriculture cultivation partly_cloudy primary road
train_12033,clear primary
train_18461,clear primary
train_9372,clear primary
train_34697,clear primary
train_34249,cloudy
train_17272,agriculture cultivation partly_cloudy primary
train_19171,agriculture partly_cloudy primary
train_26967,agriculture clear cultivation habitation primary road
train_20884,partly_cloudy primary
train_21804,cloudy
train_11423,clear primary
train_32134,agriculture clear cultivation primary
train_16064,agriculture clear habitation primary road
train_6939,agriculture clear primary
train_18238,clear primary
train_15963,agriculture haze primary water
train_24648,haze primary
train_36246,clear primary water
train_15488,clear primary
train_24553,clear primary
train_36878,agriculture clear primary road
train_31795,clear primary
train_23046,partly_cloudy primary water
train_13165,agriculture clear road
train_16585,clear primary
train_27744,clear primary
train_4325,partly_cloudy primary
train_28528,partly_cloudy primary
train_31815,clear primary
train_34135,clear primary water
train_22767,agriculture clear primary road
train_10495,clear habitation road water
train_26363,clear primary
train_25178,clear primary
train_29987,clear habitation primary road
train_11560,agriculture clear primary
train_27871,cloudy
train_24270,cloudy
train_17883,agriculture partly_cloudy primary
train_17129,clear primary
train_14173,clear primary
train_39824,partly_cloudy primary
train_28855,clear primary
train_36936,clear primary
train_23138,clear primary
train_24997,clear primary
train_3160,agriculture clear primary road
train_32006,agriculture habitation partly_cloudy primary road water
train_2944,clear primary
train_28917,clear primary
train_16980,agriculture partly_cloudy primary road
train_7041,partly_cloudy primary road water
train_4113,clear primary road
train_39901,agriculture bare_ground clear primary road
train_19104,partly_cloudy primary
train_1885,agriculture clear habitation primary road
train_20855,partly_cloudy primary
train_39609,clear primary road water
train_24697,clear primary
train_11442,agriculture bare_ground clear primary road
train_1541,clear primary
train_28414,haze primary
train_23060,clear primary
train_18769,partly_cloudy primary road
train_35058,agriculture cultivation partly_cloudy primary
train_24001,cloudy
train_1052,clear primary
train_40397,clear primary water
train_1707,cloudy
train_14552,clear primary
train_39905,agriculture clear primary
train_30925,clear primary
train_20284,haze primary
train_9533,partly_cloudy primary
train_21820,agriculture clear primary road
train_17139,clear cultivation primary
train_4394,cloudy
train_28051,clear primary
train_6355,partly_cloudy primary
train_7312,partly_cloudy primary
train_19507,clear primary
train_3446,agriculture clear cultivation primary slash_burn
train_32124,clear primary
train_40038,clear primary
train_19232,bare_ground clear primary road
train_35797,haze primary
train_22192,clear primary
train_27348,clear primary
train_18305,partly_cloudy primary
train_37599,agriculture clear cultivation primary
train_23823,clear primary
train_10419,clear primary water
train_6708,partly_cloudy primary
train_7744,agriculture clear cultivation habitation primary road
train_2088,partly_cloudy primary
train_24100,haze primary
train_14921,clear primary
train_1739,haze primary
train_36030,clear primary water
train_9900,cultivation haze primary
train_13597,clear primary
train_15638,clear primary water
train_9666,clear primary
train_33984,clear cultivation primary
train_32031,partly_cloudy primary
train_29594,clear primary
train_19314,clear habitation road water
train_24325,partly_cloudy primary
train_31665,agriculture clear primary water
train_31927,clear primary
train_37186,partly_cloudy primary
train_34480,clear primary
train_31149,blooming clear primary
train_22773,cloudy
train_13068,clear primary
train_4937,clear primary water
train_15992,clear primary
train_14398,partly_cloudy primary
train_2126,haze primary
train_3656,clear primary
train_13748,agriculture cultivation habitation partly_cloudy primary road
train_13034,clear primary
train_19934,clear primary
train_27594,clear primary
train_34114,agriculture clear primary
train_22004,agriculture clear
train_11944,clear primary
