image_name,tags
train_3100,artisinal_mine partly_cloudy primary road water
train_7934,artisinal_mine partly_cloudy primary water
train_19538,artisinal_mine partly_cloudy water
train_20861,bare_ground blooming clear cultivation primary
train_39149,bare_ground blow_down clear primary
train_521,bare_ground blow_down clear primary slash_burn
train_24959,bare_ground clear
train_25169,bare_ground clear conventional_mine habitation primary road
train_30297,bare_ground clear conventional_mine habitation primary road water
train_12706,bare_ground clear conventional_mine primary road
train_35469,bare_ground clear cultivation habitation primary
train_40143,bare_ground clear cultivation habitation primary road
train_37567,bare_ground clear cultivation habitation primary road water
train_28060,bare_ground clear cultivation habitation primary water
train_37547,bare_ground clear cultivation primary
train_22593,bare_ground clear cultivation primary road
train_40136,bare_ground clear cultivation primary road selective_logging
train_15949,bare_ground clear cultivation primary road water
train_37011,bare_ground clear cultivation primary water
train_5994,bare_ground clear habitation
train_31397,bare_ground clear habitation primary
train_11263,bare_ground clear habitation primary road
train_33471,bare_ground clear habitation primary road water
train_17543,bare_ground clear habitation primary selective_logging
train_17052,bare_ground clear habitation primary water
train_14039,bare_ground clear habitation road
train_6258,bare_ground clear habitation road water
train_38207,bare_ground clear primary
train_32103,bare_ground clear primary road
train_37333,bare_ground clear primary road selective_logging
train_36613,bare_ground clear primary road water
train_10924,bare_ground clear primary selective_logging slash_burn water
train_12225,bare_ground clear primary selective_logging water
train_18798,bare_ground clear primary slash_burn
train_18327,bare_ground clear primary slash_burn water
train_23610,bare_ground clear primary water
train_34689,bare_ground clear road
train_21107,bare_ground clear road water
train_27028,bare_ground clear water
train_9412,bare_ground conventional_mine partly_cloudy primary road
train_3551,bare_ground cultivation habitation partly_cloudy primary
train_6149,bare_ground cultivation haze primary
train_14682,bare_ground cultivation partly_cloudy primary
train_38558,bare_ground cultivation partly_cloudy primary road
train_22515,bare_ground cultivation partly_cloudy primary selective_logging
train_33228,bare_ground habitation haze primary road
train_35635,bare_ground habitation haze primary water
train_10976,bare_ground habitation partly_cloudy primary
train_2605,bare_ground habitation partly_cloudy primary road
train_29389,bare_ground haze
train_30306,bare_ground haze primary
train_4728,bare_ground haze primary water
train_20392,bare_ground partly_cloudy
train_18312,bare_ground partly_cloudy primary
train_40152,bare_ground partly_cloudy primary road
train_12786,bare_ground partly_cloudy primary slash_burn
train_38801,bare_ground partly_cloudy primary water
train_82,blooming clear cultivation habitation primary slash_burn
train_2300,blooming clear cultivation primary
train_21247,blooming clear primary
train_11558,blooming clear primary road
train_33843,blooming clear primary selective_logging
train_4680,blooming clear primary water
train_22199,blooming cultivation partly_cloudy primary water
train_36270,blooming haze primary
train_29222,blooming partly_cloudy primary
train_25123,blooming partly_cloudy primary selective_logging
train_23025,blow_down clear cultivation habitation primary
train_10529,blow_down clear cultivation primary
train_25364,blow_down clear primary
train_31495,blow_down clear primary blow_down
train_38511,blow_down clear primary road
train_22981,blow_down clear primary selective_logging
train_20677,blow_down clear primary slash_burn
train_15188,blow_down clear primary water
train_18964,blow_down partly_cloudy primary
train_18395,blow_down partly_cloudy primary water
train_39810,clear bare_ground
train_24888,clear conventional_mine habitation primary
train_34199,clear conventional_mine habitation primary road
train_14499,clear conventional_mine habitation primary road water
train_17388,clear conventional_mine habitation road
train_17444,clear conventional_mine primary
train_11618,clear conventional_mine primary road
train_13384,clear conventional_mine primary road water
train_5793,clear conventional_mine primary water
train_22491,clear cultivation habitation primary
train_17206,clear cultivation habitation primary road
train_2672,clear cultivation habitation primary road water
train_19129,clear cultivation habitation primary selective_logging
train_32280,clear cultivation habitation primary slash_burn
train_15589,clear cultivation habitation primary slash_burn water
train_37223,clear cultivation habitation primary water
train_24413,clear cultivation primary
train_37501,clear cultivation primary road
train_26909,clear cultivation primary road selective_logging
train_13208,clear cultivation primary road slash_burn
train_11546,clear cultivation primary road water
train_9198,clear cultivation primary selective_logging
train_13965,clear cultivation primary selective_logging water
train_33268,clear cultivation primary slash_burn
train_16525,clear cultivation primary slash_burn water
train_14382,clear cultivation primary water
train_16024,clear habitation primary
train_19034,clear habitation primary blooming
train_13611,clear habitation primary road
train_13889,clear habitation primary road selective_logging
train_33981,clear habitation primary road water
train_28850,clear habitation primary selective_logging
train_38514,clear habitation primary slash_burn
train_9187,clear habitation primary water
train_10853,clear habitation road
train_37707,clear habitation road water
train_39993,clear habitation water
train_7294,clear primary
train_38443,clear primary blooming
train_10374,clear primary blow_down
train_10038,clear primary road
train_33889,clear primary road blooming
train_17232,clear primary road selective_logging
train_40457,clear primary road selective_logging water
train_18702,clear primary road water
train_38723,clear primary road water conventional_mine
train_24901,clear primary selective_logging
train_39618,clear primary selective_logging water
train_13601,clear primary slash_burn
train_40446,clear primary slash_burn water
train_30,clear primary water
train_35537,clear road
train_15572,clear road water
train_15780,clear water
train_14394,cloudy
train_22833,conventional_mine habitation partly_cloudy primary road
train_14899,conventional_mine habitation partly_cloudy primary road water
train_5865,conventional_mine haze primary
train_21038,conventional_mine haze primary road
train_39478,conventional_mine partly_cloudy
train_17889,conventional_mine partly_cloudy primary
train_24692,conventional_mine partly_cloudy primary road
train_14714,cultivation habitation haze primary
train_27402,cultivation habitation haze primary water
train_7502,cultivation habitation partly_cloudy primary
train_5684,cultivation habitation partly_cloudy primary road
train_20840,cultivation habitation partly_cloudy primary road water
train_24754,cultivation haze primary
train_17976,cultivation haze primary road
train_25143,cultivation haze primary slash_burn
train_18095,cultivation haze primary water
train_35800,cultivation partly_cloudy primary
train_19188,cultivation partly_cloudy primary road
train_1879,cultivation partly_cloudy primary selective_logging
train_19146,cultivation partly_cloudy primary slash_burn
train_4549,cultivation partly_cloudy primary water
train_36097,habitation haze primary
train_9670,habitation haze primary road
train_30544,habitation haze primary road water
train_6526,habitation haze primary slash_burn
train_8016,habitation haze primary water
train_17961,habitation haze water
train_25332,habitation partly_cloudy primary
train_26629,habitation partly_cloudy primary road
train_17625,habitation partly_cloudy primary road water
train_38906,habitation partly_cloudy primary water
train_11378,habitation partly_cloudy road
train_24000,haze primary
train_12290,haze primary blooming
train_14186,haze primary road
train_2256,haze primary road selective_logging
train_19848,haze primary road selective_logging water
train_35305,haze primary road water
train_24882,haze primary selective_logging
train_26938,haze primary water
train_20879,haze road water
train_27030,haze water
train_21276,partly_cloudy
train_6246,partly_cloudy primary
train_1828,partly_cloudy primary agriculture water
train_7032,partly_cloudy primary blooming
train_2813,partly_cloudy primary blow_down
train_16562,partly_cloudy primary road
train_15674,partly_cloudy primary road selective_logging
train_18159,partly_cloudy primary road selective_logging water
train_15029,partly_cloudy primary road water
train_17426,partly_cloudy primary road water conventional_mine
train_2600,partly_cloudy primary selective_logging
train_6321,partly_cloudy primary selective_logging water
train_1857,partly_cloudy primary slash_burn
train_6718,partly_cloudy primary water
train_340,partly_cloudy road water
train_34575,partly_cloudy water
train_24448,water
